Approved Symbol	Approved Name	Previous Symbols	Previous Name	Synonyms	Chromosome	Gene Family ID
IWS1	IWS1, SUPT6H interacting protein		IWS1 homolog (S. cerevisiae)	DKFZp761G0123, FLJ10006, FLJ14655, FLJ32319	2q14.3	
IYD	iodotyrosine deiodinase	C6orf71	chromosome 6 open reading frame 71	dJ422F24.1, DEHAL1	6q25.1	
IZUMO1	izumo sperm-egg fusion 1			IZUMO, MGC34799, OBF	19q13.33	56|1410
IZUMO1R	IZUMO1 receptor, JUNO	FOLR4	"folate receptor 4 (delta) homolog (mouse), ""folate receptor 4, delta (putative)"""	Folbp3, JUNO	11q21	1410
IZUMO2	IZUMO family member 2	C19orf41	chromosome 19 open reading frame 41	MGC33947, SCRL	19q13.33	56
IZUMO3	IZUMO family member 3	C9orf134	chromosome 9 open reading frame 134	bA20A20.1	9p21.3	56
IZUMO4	IZUMO family member 4	C19orf36	chromosome 19 open reading frame 36		19p13.3	56
JADE1	jade family PHD finger 1	PHF17	PHD finger protein 17	JADE-1	4q28.2	88
JADE2	jade family PHD finger 2	PHF15	PHD finger protein 15	KIAA0239, JADE-2	5q31.1	88
JADE3	jade family PHD finger 3	PHF16	PHD finger protein 16	KIAA0215, JADE-3	Xp11.3	88
JAG1	jagged 1	AGS, JAGL1	Alagille syndrome	AHD, AWS, HJ1, CD339	20p12.2	471
JAG2	jagged 2				14q32.33	
JAGN1	jagunal homolog 1		jagunal homolog 1 (Drosophila)	GL009, FLJ14602	3p25.3	
JAK1	Janus kinase 1	JAK1B		JAK1A, JTK3	1p31.3	1459|1293
JAK2	Janus kinase 2			JTK10	9p24.1	1459|741|1293
JAK3	Janus kinase 3			L-JAK, JAKL, LJAK, JAK3_HUMAN, JAK-3	19p13.11	1459
JAKMIP1	janus kinase and microtubule interacting protein 1			MARLIN1, JAMIP1, Gababrbp, FLJ31564	4p16.1	
JAKMIP2	janus kinase and microtubule interacting protein 2			JAMIP2, KIAA0555	5q32	
JAKMIP3	Janus kinase and microtubule interacting protein 3	C10orf39, C10orf14	"chromosome 10 open reading frame 39, ""chromosome 10 open reading frame 14"""	FLJ37857, NECC2, KIAA4091, bA140A10.5	10q26.3	
JAM2	junctional adhesion molecule 2	C21orf43		VE-JAM, JAM-B, JAMB, CD322	21q21.3	593|471|590|1410
JAM3	junctional adhesion molecule 3			JAM-C, JAMC	11q25	590|594|1410
JAML	junction adhesion molecule like	AMICA1	adhesion molecule, interacts with CXADR antigen 1	Gm638, AMICA	11q23.3	590|1410
JARID2	jumonji and AT-rich interaction domain containing 2	JMJ	"jumonji (mouse) homolog, ""Jumonji, AT rich interactive domain 2"", ""jumonji, AT rich interactive domain 2"""		6p22.3	418
JAZF1	JAZF zinc finger 1			TIP27, DKFZp761K2222, ZNF802	7p15.2-p15.1	28
JCAD	junctional cadherin 5 associated	KIAA1462	KIAA1462		10p11.23	
JCHAIN	joining chain of multimeric IgA and IgM	IGJ	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides	IGCJ, JCH	4q13.3	
JDP2	Jun dimerization protein 2	JUNDM2			14q24.3	506
JKAMP	JNK1/MAPK8-associated membrane protein	C14orf100	chromosome 14 open reading frame 100	HSPC213, JAMP, HSPC327, CDA06	14q23.1	
JMJD1C	jumonji domain containing 1C	TRIP8	thyroid hormone receptor interactor 8	DKFZp761F0118, KIAA1380, FLJ14374, KDM3C	10q21.3	485
JMJD4	jumonji domain containing 4			FLJ12517	1q42.13	
JMJD6	arginine demethylase and lysine hydroxylase	PTDSR	"phosphatidylserine receptor, ""jumonji domain containing 6"""	PTDSR1, KIAA0585	17q25.1	
JMJD7	jumonji domain containing 7				15q15.1	
JMJD8	jumonji domain containing 8	C16orf20	chromosome 16 open reading frame 20		16p13.3	
JMY	junction mediating and regulatory protein, p53 cofactor			FLJ37870, WHAMM2	5q14.1	14
JOSD1	Josephin domain containing 1			KIAA0063	22q13.1	997
JOSD2	Josephin domain containing 2			SBBI54	19q13.33	997
JPH1	junctophilin 1			JP-1	8q21.11	
JPH2	junctophilin 2			JP-2	20q13.12	
JPH3	junctophilin 3	TNRC22	trinucleotide repeat containing 22	JP-3, CAGL237, HDL2, JP3	16q24.2	775
JPH4	junctophilin 4	JPHL1	junctophilin like 1	KIAA1831	14q11.2	
JPT1	Jupiter microtubule associated homolog 1	HN1	hematological and neurological expressed 1	ARM2, HN1A	17q25.1	
JPT2	Jupiter microtubule associated homolog 2	C16orf34, HN1L	"chromosome 16 open reading frame 34, ""hematological and neurological expressed 1-like"", ""hematological and neurological expressed 1 like"""	FLJ13092, L11, KIAA1426	16p13.3	
JRK	Jrk helix-turn-helix protein		"jerky (mouse) homolog, ""jerky homolog (mouse)"", ""Jrk homolog (mouse)"""	JH8, jerky	8q24.3	1415|533
JRKL	JRK like		"jerky (mouse) homolog-like, ""jerky homolog-like (mouse)"""	HHMJG	11q21	1415|533
JSRP1	junctional sarcoplasmic reticulum protein 1			JP-45, FLJ32416	19p13.3	
JTB	jumping translocation breakpoint			hJT, PAR	1q21.3	
JUN	Jun proto-oncogene, AP-1 transcription factor subunit		"v-jun avian sarcoma virus 17 oncogene homolog, ""jun oncogene"""	c-Jun, AP-1	1p32.1	506|1257
JUNB	JunB proto-oncogene, AP-1 transcription factor subunit				19p13.13	506|1257
JUND	JunD proto-oncogene, AP-1 transcription factor subunit			AP-1	19p13.11	506|1257
JUP	junction plakoglobin	CTNNG	catenin (cadherin-associated protein), gamma 80kDa	DP3, PDGB, PKGB, DPIII	17q21.2	409
KAAG1	kidney associated antigen 1			RU2, RU2AS	6p22.3	
KALRN	kalirin RhoGEF kinase	HAPIP	huntingtin-associated protein interacting protein (duo)	duo, Hs.8004, TRAD, DUET, Kalirin, ARHGEF24	3q21.1-q21.2	722|593|555
KANK1	KN motif and ankyrin repeat domains 1	ANKRD15	ankyrin repeat domain 15	KIAA0172, KANK	9p24.3	403|623
KANK2	KN motif and ankyrin repeat domains 2	MXRA3, ANKRD25	"matrix-remodelling associated 3, ""ankyrin repeat domain 25"""	KIAA1518	19p13.2	403|623
KANK3	KN motif and ankyrin repeat domains 3	ANKRD47	ankyrin repeat domain 47	FLJ46061	19p13.2	403|623
KANK4	KN motif and ankyrin repeat domains 4	ANKRD38	ankyrin repeat domain 38	KIAA0172	1p31.3	403|623
KANSL1	KAT8 regulatory NSL complex subunit 1	KIAA1267	KIAA1267	DKFZP727C091, MSL1v1, CENP-36, NSL1	17q21.31	1482
KANSL1L	KAT8 regulatory NSL complex subunit 1 like	C2orf67	"chromosome 2 open reading frame 67, ""KAT8 regulatory NSL complex subunit 1-like"""	FLJ23861, FLJ32349, MSL1v2, KIAA1267L	2q34	
KANSL2	KAT8 regulatory NSL complex subunit 2	C12orf41	chromosome 12 open reading frame 41	FLJ20436, NSL2	12q13.11	1482
KANSL3	KAT8 regulatory NSL complex subunit 3	KIAA1310	KIAA1310	FLJ10081, Rcd1, NSL3	2q11.2	1482
KARS	lysyl-tRNA synthetase	DFNB89	deafness, autosomal recessive 89	KARS2, KARS1	16q23.1	132|1152
KAT2A	lysine acetyltransferase 2A	GCN5L2	"GCN5 general control of amino-acid synthesis 5-like 2 (yeast), ""K(lysine) acetyltransferase 2A"""	GCN5, PCAF-b	17q21.2	486|1134|1058|1059
KAT2B	lysine acetyltransferase 2B	PCAF	"p300/CBP-associated factor, ""K(lysine) acetyltransferase 2B"""	P/CAF, GCN5, GCN5L	3p24.3	486|1134|1058|1059
KAT5	lysine acetyltransferase 5	HTATIP	"HIV-1 Tat interactive protein, 60kDa, ""K(lysine) acetyltransferase 5"""	TIP60, PLIP, cPLA2, HTATIP1, ESA1, ZC2HC5	11q13.1	486|66
KAT6A	lysine acetyltransferase 6A	ZNF220, RUNXBP2, MYST3	"runt-related transcription factor binding protein 2, ""MYST histone acetyltransferase (monocytic leukemia) 3"", ""K(lysine) acetyltransferase 6A"""	MOZ, ZC2HC6A	8p11.21	88|486|66
KAT6B	lysine acetyltransferase 6B	MYST4	"MYST histone acetyltransferase (monocytic leukemia) 4, ""K(lysine) acetyltransferase 6B"""	querkopf, qkf, Morf, MOZ2, ZC2HC6B	10q22.2	88|486|66
KAT7	lysine acetyltransferase 7	MYST2	"MYST histone acetyltransferase 2, ""K(lysine) acetyltransferase 7"""	HBOA, HBO1, ZC2HC7	17q21.33	486|66
KAT8	lysine acetyltransferase 8	MYST1	"MYST histone acetyltransferase 1, ""K(lysine) acetyltransferase 8"""	MOF, FLJ14040, hMOF, ZC2HC8	16p11.2	486|1481|1482|66
KAT14	lysine acetyltransferase 14	CSRP2BP	CSRP2 binding protein	CRP2BP, dJ717M23.1, PRO1194, ATAC2	20p11.23	1134|1058
KATNA1	katanin catalytic subunit A1		"katanin p60 (ATPase-containing) subunit A 1, ""katanin p60 (ATPase containing) subunit A 1"""		6q25.1	413
KATNAL1	katanin catalytic subunit A1 like 1		"katanin p60 subunit A-like 1, ""katanin p60 subunit A like 1"", ""katanin catalytic subunit A like 1"""	MGC2599	13q12.3	413
KATNAL2	katanin catalytic subunit A1 like 2		"katanin p60 subunit A-like 2, ""katanin p60 subunit A like 2"", ""katanin catalytic subunit A like 2"""	MGC33211, DKFZP667C165	18q21.1	413
KATNB1	katanin regulatory subunit B1		"katanin p80 (WD40-containing) subunit B 1, ""katanin p80 (WD repeat containing) subunit B 1"""		16q21	362
KATNBL1	katanin regulatory subunit B1 like 1	C15orf29	"chromosome 15 open reading frame 29, ""katanin p80 subunit B-like 1"""	FLJ22557	15q14	
KAZALD1	Kazal type serine peptidase inhibitor domain 1		"Kazal-type serine protease inhibitor domain 1, ""Kazal-type serine peptidase inhibitor domain 1"""	FKSG40, FKSG28	10q24.31	593
KAZN	kazrin, periplakin interacting protein			KIAA1026, KAZRIN, FLJ43806	1p36.21	760
KBTBD2	kelch repeat and BTB domain containing 2	BKLHD1	"BTB and kelch domain containing 1, ""kelch repeat and BTB (POZ) domain containing 2"""	DKFZP566C134	7p14.3	861
KBTBD3	kelch repeat and BTB domain containing 3	BKLHD3	"BTB and kelch domain containing 3, ""kelch repeat and BTB (POZ) domain containing 3"""		11q22.3	861
KBTBD4	kelch repeat and BTB domain containing 4	BKLHD4	"BTB and kelch domain containing 4, ""kelch repeat and BTB (POZ) domain containing 4"""	FLJ10450, HSPC252	11p11.2	861
KBTBD6	kelch repeat and BTB domain containing 6		kelch repeat and BTB (POZ) domain containing 6	DKFZp547E1912	13q14.11	861
KBTBD7	kelch repeat and BTB domain containing 7		kelch repeat and BTB (POZ) domain containing 7	DKFZP434E2318	13q14.11	861
KBTBD8	kelch repeat and BTB domain containing 8		kelch repeat and BTB (POZ) domain containing 8	TA-KRP, KIAA1842	3p14.1	861
KBTBD11	kelch repeat and BTB domain containing 11		kelch repeat and BTB (POZ) domain containing 11	KIAA0711, KLHDC7C	8p23.3	861
KBTBD12	kelch repeat and BTB domain containing 12	KLHDC6	"kelch domain containing 6, ""kelch repeat and BTB (POZ) domain containing 12"""	FLJ46299	3q21.3	861
KBTBD13	kelch repeat and BTB domain containing 13		kelch repeat and BTB (POZ) domain containing 13	hCG_1645727, NEM6	15q22.31	861
KCMF1	potassium channel modulatory factor 1			DEBT91, PCMF, DKFZP434L1021, ZZZ1	2p11.2	91
KCNA1	potassium voltage-gated channel subfamily A member 1	AEMK	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	Kv1.1, RBK1, HUK1, MBK1	12p13.32	274
KCNA2	potassium voltage-gated channel subfamily A member 2		potassium voltage-gated channel, shaker-related subfamily, member 2	Kv1.2, HK4	1p13.3	274
KCNA3	potassium voltage-gated channel subfamily A member 3		"potassium voltage-gated channel, shaker-related subfamily, member 3, ""potassium channel"""	Kv1.3, MK3, HLK3, HPCN3	1p13.3	274
KCNA4	potassium voltage-gated channel subfamily A member 4	KCNA4L	"potassium voltage-gated channel, shaker-related subfamily, member 4-like, ""potassium voltage-gated channel, shaker-related subfamily, member 4"""	Kv1.4, HK1, HPCN2	11p14.1	274
KCNA5	potassium voltage-gated channel subfamily A member 5		potassium voltage-gated channel, shaker-related subfamily, member 5	Kv1.5, HK2, HPCN1	12p13.32	274
KCNA6	potassium voltage-gated channel subfamily A member 6		potassium voltage-gated channel, shaker-related subfamily, member 6	Kv1.6, HBK2, PPP1R96	12p13	274|694
KCNA7	potassium voltage-gated channel subfamily A member 7		potassium voltage-gated channel, shaker-related subfamily, member 7	Kv1.7, HAK6	19q13.33	274
KCNA10	potassium voltage-gated channel subfamily A member 10		potassium voltage-gated channel, shaker-related subfamily, member 10	Kv1.8	1p13.3	274
KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1		potassium voltage-gated channel, shaker-related subfamily, beta member 1	AKR6A3, KCNA1B, hKvBeta3, Kvb1.3, hKvb3	3q25.31	399|858
KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2		"potassium voltage-gated channel, shaker-related subfamily, beta member 2, ""potassium channel, voltage gated subfamily A regulatory beta subunit 2"""	AKR6A5, KCNA2B, HKvbeta2.1, HKvbeta2.2	1p36.31	399|858
KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3		"potassium voltage-gated channel, shaker-related subfamily, beta member 3, ""potassium channel, voltage gated subfamily A regulatory beta subunit 3"""	AKR6A9, KCNA3B	17p13.1	399|858
KCNB1	potassium voltage-gated channel subfamily B member 1		potassium voltage-gated channel, Shab-related subfamily, member 1	Kv2.1	20q13.13	274
KCNB2	potassium voltage-gated channel subfamily B member 2		potassium voltage-gated channel, Shab-related subfamily, member 2	Kv2.2	8q21.11	274
KCNC1	potassium voltage-gated channel subfamily C member 1		"potassium voltage-gated channel, Shaw-related subfamily, member 1, ""potassium channel, voltage gated Shaw related subfamily C, member 1"""	Kv3.1	11p15.1	274
KCNC2	potassium voltage-gated channel subfamily C member 2		"potassium voltage-gated channel, Shaw-related subfamily, member 2, ""potassium channel, voltage gated Shaw related subfamily C, member 2"""	Kv3.2	12q21.1	274
KCNC3	potassium voltage-gated channel subfamily C member 3	SCA13	"spinocerebellar ataxia 13, ""potassium voltage-gated channel, Shaw-related subfamily, member 3"", ""potassium channel, voltage gated Shaw related subfamily C, member 3"""	Kv3.3	19q13.33	274
KCNC4	potassium voltage-gated channel subfamily C member 4	C1orf30	"chromosome 1 open reading frame 30, ""potassium voltage-gated channel, Shaw-related subfamily, member 4"", ""potassium channel, voltage gated Shaw related subfamily C, member 4"""	Kv3.4, HKSHIIIC	1p13.3	274
KCND1	potassium voltage-gated channel subfamily D member 1		"potassium voltage-gated channel, Shal-related subfamily, member 1, ""potassium channel, voltage gated Shal related subfamily D, member 1"""	Kv4.1	Xp11.23	274
KCND2	potassium voltage-gated channel subfamily D member 2		potassium voltage-gated channel, Shal-related subfamily, member 2	Kv4.2, RK5, KIAA1044	7q31.31	274
KCND3	potassium voltage-gated channel subfamily D member 3	SCA22, SCA19	"spinocerebellar ataxia 22, ""spinocerebellar ataxia 19"", ""potassium voltage-gated channel, Shal-related subfamily, member 3"""	Kv4.3, KSHIVB	1p13.2	274
KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1		"potassium voltage-gated channel, Isk-related family, member 1, ""potassium channel, voltage gated subfamily E regulatory beta subunit 1"""	minK, ISK, JLNS2, LQT5	21q22.12	858
KCNE1B	potassium voltage-gated channel subfamily E regulatory subunit 1B		potassium channel, voltage gated subfamily E regulatory beta subunit 1B		21p11.2	858
KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2		"potassium voltage-gated channel, Isk-related family, member 2, ""potassium channel, voltage gated subfamily E regulatory beta subunit 2"""	MiRP1, LQT6	21q22.11	858
KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3		"potassium voltage-gated channel, Isk-related family, member 3, ""potassium channel, voltage gated subfamily E regulatory beta subunit 3"""	MiRP2, HOKPP	11q13.4	858
KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4		"potassium voltage-gated channel, Isk-related family, member 4, ""potassium channel, voltage gated subfamily E regulatory beta subunit 4"""	MiRP3	2q36.1	858
KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5	KCNE1L	"potassium voltage-gated channel, Isk-related family, member 1-like, ""potassium channel, voltage gated subfamily E regulatory beta subunit 5"""		Xq23	858
KCNF1	potassium voltage-gated channel modifier subfamily F member 1	KCNF	"potassium voltage-gated channel, subfamily F, member 1, ""potassium channel, voltage gated subfamily F, member 1"""	Kv5.1, kH1, IK8	2p25.1	274
KCNG1	potassium voltage-gated channel modifier subfamily G member 1	KCNG	potassium voltage-gated channel, subfamily G, member 1	Kv6.1, kH2, K13	20q13.13	274
KCNG2	potassium voltage-gated channel modifier subfamily G member 2		potassium voltage-gated channel, subfamily G, member 2	Kv6.2, KCNF2	18q23	274
KCNG3	potassium voltage-gated channel modifier subfamily G member 3		potassium voltage-gated channel, subfamily G, member 3	Kv6.3	2p21	274
KCNG4	potassium voltage-gated channel modifier subfamily G member 4		potassium voltage-gated channel, subfamily G, member 4	Kv6.4	16q24.1	274
KCNH1	potassium voltage-gated channel subfamily H member 1		potassium voltage-gated channel, subfamily H (eag-related), member 1	Kv10.1, eag, h-eag, eag1	1q32.2	274
KCNH2	potassium voltage-gated channel subfamily H member 2	LQT2	potassium voltage-gated channel, subfamily H (eag-related), member 2	Kv11.1, HERG, erg1	7q36.1	274
KCNH3	potassium voltage-gated channel subfamily H member 3		potassium voltage-gated channel, subfamily H (eag-related), member 3	Kv12.2, BEC1, elk2	12q13.12	274
KCNH4	potassium voltage-gated channel subfamily H member 4		potassium voltage-gated channel, subfamily H (eag-related), member 4	Kv12.3, elk1	17q21.2	274
KCNH5	potassium voltage-gated channel subfamily H member 5		potassium voltage-gated channel, subfamily H (eag-related), member 5	Kv10.2, H-EAG2, eag2	14q23.2	274
KCNH6	potassium voltage-gated channel subfamily H member 6		potassium voltage-gated channel, subfamily H (eag-related), member 6	Kv11.2, erg2, HERG2	17q23.3	274
KCNH7	potassium voltage-gated channel subfamily H member 7		potassium voltage-gated channel, subfamily H (eag-related), member 7	Kv11.3, HERG3, erg3	2q24.2	274
KCNH8	potassium voltage-gated channel subfamily H member 8		potassium voltage-gated channel, subfamily H (eag-related), member 8	Kv12.1, elk3	3p24.3	274
KCNIP1	potassium voltage-gated channel interacting protein 1		Kv channel interacting protein 1	KCHIP1	5q35.1	858|863
KCNIP2	potassium voltage-gated channel interacting protein 2		Kv channel-interacting protein 2	KCHIP2	10q24.32	858|863
KCNIP3	potassium voltage-gated channel interacting protein 3	CSEN	"calsenilin, presenilin-binding protein, EF hand transcription factor, ""Kv channel interacting protein 3, calsenilin"""	DREAM, KCHIP3	2q11.1	858|863
KCNIP4	potassium voltage-gated channel interacting protein 4		Kv channel interacting protein 4	CALP, KCHIP4, MGC44947	4p15.31-p15.2	858|863
KCNJ1	potassium voltage-gated channel subfamily J member 1		potassium inwardly-rectifying channel, subfamily J, member 1	Kir1.1, ROMK1	11q24.3	276
KCNJ2	potassium voltage-gated channel subfamily J member 2		potassium inwardly-rectifying channel, subfamily J, member 2	Kir2.1, IRK1, LQT7	17q24.3	276
KCNJ3	potassium voltage-gated channel subfamily J member 3		potassium inwardly-rectifying channel, subfamily J, member 3	Kir3.1, GIRK1, KGA	2q24.1	276
KCNJ4	potassium voltage-gated channel subfamily J member 4		potassium inwardly-rectifying channel, subfamily J, member 4	Kir2.3, HIR, HRK1, hIRK2, IRK3	22q13.1	276
KCNJ5	potassium voltage-gated channel subfamily J member 5		potassium inwardly-rectifying channel, subfamily J, member 5	Kir3.4, CIR, KATP1, GIRK4, LQT13	11q24.3	276
KCNJ6	potassium voltage-gated channel subfamily J member 6	KCNJ7	potassium inwardly-rectifying channel, subfamily J, member 6	Kir3.2, GIRK2, KATP2, BIR1, hiGIRK2	21q22.13	276
KCNJ8	potassium voltage-gated channel subfamily J member 8		potassium inwardly-rectifying channel, subfamily J, member 8	Kir6.1	12p12.1	276
KCNJ9	potassium voltage-gated channel subfamily J member 9		potassium inwardly-rectifying channel, subfamily J, member 9	Kir3.3, GIRK3	1q23.2	276
KCNJ10	potassium voltage-gated channel subfamily J member 10		potassium inwardly-rectifying channel, subfamily J, member 10	Kir4.1, Kir1.2	1q23.2	276
KCNJ11	potassium voltage-gated channel subfamily J member 11		potassium inwardly-rectifying channel, subfamily J, member 11	Kir6.2, BIR	11p15.1	276
KCNJ12	potassium voltage-gated channel subfamily J member 12	KCNJN1	"potassium inwardly-rectifying channel, subfamily J, inhibitor 1, ""potassium inwardly-rectifying channel, subfamily J, member 12"""	Kir2.2, Kir2.2v, IRK2, hIRK1	17p11.2	276
KCNJ13	potassium voltage-gated channel subfamily J member 13		potassium inwardly-rectifying channel, subfamily J, member 13	Kir7.1, Kir1.4, LCA16	2q37.1	276
KCNJ14	potassium voltage-gated channel subfamily J member 14		potassium inwardly-rectifying channel, subfamily J, member 14	Kir2.4, IRK4	19q13.33	276
KCNJ15	potassium voltage-gated channel subfamily J member 15		potassium inwardly-rectifying channel, subfamily J, member 15	Kir4.2, Kir1.3, IRKK	21q22.13-q22.2	276
